Angola,AGO,75.2646782438055,82.6165706534257,86.0188441202124,95.8531033808002,87.5353079955401,109.295229983613,144.715351206936,133.267238650675,172.384913941671,189.257653842021,206.454410524705,207.01334286459,219.253430320483,280.214546709728,312.228824978484
Albania,ALB,1449.64741324695,1351.23079642883,1578.16591882688,1469.26453867857,1797.52548696885,1722.07284972507,1218.36014605619,1213.12436932179,1617.7441562046,1835.68407241763,1943.34335385842,2205.70392004668,2118.32777605579,2533.25282927106,2309.36650255581
United Arab Emirates,ARE,12314.0512217053,12133.6389804885,12502.669760091,12366.0670507973,11958.9929631296,12279.9121664696,11693.3896887159,11451.913634302,11294.1881408344,10618.8012891146,10609.9564116347,10287.0564450193,10416.0148840531,10724.5015443726,11088.3502863794
Argentina,ARG,2088.80813962555,2120.57994317578,2014.47655733814,2180.32681692764,2293.30936850936,2408.43252466624,2374.09747110948,2455.656576487,2772.84322218275,2730.12323163118,2877.65265331343,2929.07502855568,3000.60352326565,2967.37655805218,3074.70207056563
Armenia,ARM,1297.56700485504,1269.22230959781,1236.33065236465,1320.44061960309,1440.32098962916,1521.49973719245,1639.78924432116,1773.15968189515,1669.40774200738,1661.3044182803,1726.25975778146,1807.03331574274,1892.01342889209,1931.2641152077,1961.61039526467
Australia,AUS,10193.9121808594,10636.3776850564,10813.1227291694,10434.8743930758,10554.8158232062,10458.4501931865,10490.48454191,10972.8917398068,10749.1105547503,10791.5930978208,10726.9281831902,10627.2938650379,10407.7403070759,10220.8873013463,10071.3989785006
Austria,AUT,7076.26948339438,7333.23195262844,7427.65644509121,7695.08003708217,7808.15779213961,7977.68159741774,8244.40195190479,8207.47473897554,8233.01483290985,7944.79609623168,8382.71115445338,8425.16775320399,8548.88219928111,8509.61158033605,8355.84195182134
Azerbaijan,AZE,2040.4790895311,2106.47006608147,1996.70825200839,2235.45985596483,2281.94787214832,2388.38873430769,2552.28621435433,2118.21052754245,2040.76043544743,1620.3874199013,1603.43137406492,1705.4246326371,2052.65096521176,2092.53652062946,2202.39391828846
Belgium,BEL,8247.67711254725,8267.18721595245,8311.89267946638,8411.90065701741,8576.22349653402,8509.99707308703,8683.67128500132,8614.67950346801,8521.49673953426,7903.95547887634,8393.94962326946,8028.79873139472,7988.52464388906,7989.67185263518,7709.12307788247
Benin,BEN,58.1128528298556,61.4690422826465,68.2622487558588,64.6228901989281,70.3225443496545,73.7889498228877,75.0891729566526,79.7180959959635,86.3523998895701,87.873187140374,95.4424698771934,91.5353092699055,93.1212772045692,96.7556085268079,100.225122540037
Bangladesh,BGD,104.607743131888,115.144511165927,122.98637829052,129.392333141108,165.308342361965,176.077326435431,196.939896190329,206.104882269482,207.526924707587,226.04794166683,247.263382529192,265.639421278666,283.46216563492,301.961168038611,320.204158205446
Bulgaria,BGR,3673.60687143429,3859.09002487407,3853.8190041011,3997.90259625094,3971.82273619063,4165.18039235553,4366.91276515184,4523.32287831241,4674.5031505249,4483.7471386375,4560.41491703377,4863.69144110061,4761.9125833848,4639.70632261155,4708.92745757231
Bahrain,BHR,20014.7153748584,20130.6008931323,20016.4321100843,19775.0633099955,18983.0859776054,21325.6497114143,21508.3606526589,20592.3436098768,18491.1554482564,17459.6397193091,18038.2960205019,17912.5940518765,17849.244159167,18693.1238778765,19596.9537638231
Bosnia and Herzegovina,BIH,2030.29663230944,2068.42635571395,2092.09639763078,2233.54960019117,2321.8782028769,2389.69694828954,2384.59201407332,2382.54314755078,2986.46528180837,2891.64327673532,3155.60338871809,3343.73527624328,3479.08388747541,3474.2795202965,3446.76666750907
Belarus,BLR,2996.30947501957,3009.40248167179,3000.7456250783,3063.05693858238,3174.05309231742,3245.37208781327,3365.98186513501,3393.90853610514,3481.74351659874,3298.70360737854,3563.6377659834,3628.45728970191,3697.39748396507,3648.32146048641,3679.9788400689
Bolivia,BOL,415.881469148509,416.655254780318,429.953102056157,437.242015701412,447.125654658669,476.587322820539,506.94772765444,538.686285490758,527.801705382754,546.597845718585,596.501598731762,629.005085110537,654.481793418873,695.953170328966,742.538399742886
Brazil,BRA,1897.35313747888,1747.93960140896,1806.66971449756,1882.26400762918,1956.15935940865,2015.79992356084,2072.36264721709,2167.60658365478,2229.84529915118,2197.12554728151,2374.11665262872,2430.8033959668,2501.47405281669,2568.82970799499,2619.96061573831
Brunei Darussalam,BRN,7545.81063437036,7181.6347776987,7373.50842892653,8550.976101989,8596.87340895243,8463.11015189776,8431.84439168915,8614.13731948315,8589.40332770195,8840.70579777341,8810.0739490436,8783.60529149987,9240.85626420778,9873.37452802896,10291.1640460845
Botswana,BWA,1155.57762451212,1225.31017903143,1274.75446457379,1362.43238287867,1480.01135071851,1464.63910958836,1494.08358153023,1535.09087642012,1542.56621419798,1739.95571021829,1561.06496637067,1503.42214605324,1756.26890428334,2126.50833730902,1815.55806865223
Canada,CAN,17037.0722808289,16840.1937506524,16960.639671858,17208.5235166648,17264.7367438144,16948.2752209397,16508.3395520223,16683.1336593286,16377.4796961349,15450.7306885938,15269.745476893,15644.54027755,15336.6248565213,15750.8116334788,15588.4871464315
Switzerland,CHE,7845.63454779552,7992.27757572974,8031.4322256362,8195.1208345659,8205.82911852766,8305.37110156291,8360.57613549238,8163.29557600551,8305.92304197027,8021.22360366594,8174.40816244636,7928.19066988289,7886.09430625342,7807.05881538508,7520.16602494502
