Brazil,BRA,891630177251.068,1107640289615.23,1397084349956.35,1695824565983.2,1667019783585.08,2208871646202.82,2616200980392.16,2465188674415.03,2472806919901.67,2455993625159.37,1802214373741.32,1795700168991.49,2062831045935.95,1885482534238.33,1839758040765.62
Barbados,BRB,3819500000,4217500000,4674000000,4785000000,4465500000,4530000000,4657500000,4610000000,4677000000,4696500000,4715000000,4830000000,4978000000,5086500000,5209000000
Brunei Darussalam,BRN,9531402847.87311,11470703002.0769,12247694247.2298,14393099068.5859,10732366286.2643,13707370737.0737,18525319977.7407,19047940300.8963,18093829923.2737,17098342541.4365,12930394937.8137,11400854267.7188,12128104859.1498,13567351175.0315,13469422958.5105
Bhutan,BTN,796938120.181406,874989895.601121,1168308516.63301,1227808790.6733,1234014291.82342,1547991317.81183,1777101316.67756,1781281281.57912,1756215665.09323,1907090813.45906,2003598212.99135,2158972129.00307,2450364928.07302,2446866404.93058,2530547157.56678
Botswana,BWA,9918907108.09702,10137883299.3156,10939053365.4786,10945070441.9283,10267133177.7334,12786654498.3514,15351972361.1477,14380004175.1194,14901750991.2012,16250781586.6579,14420593484.0557,15646354089.458,17405588070.4332,18663265549.0196,18340480936.0444
Central African Republic,CAF,1337362392.15225,1460561215.4447,1697565948.65323,1985240986.18508,2059094048.26019,2142591375.85053,2437982839.63072,2510126699.05356,1691544192.38242,1894813504.52945,1695825708.45604,1825018190.85071,2072350151.13061,2220978978.17342,2220307368.69593
Canada,CAN,1169357979864.66,1315415197461.21,1464977190205.75,1549131208997.19,1371153004986.44,1613464422811.13,1788647906047.76,1828689329348.99,1847208522155.34,1803533209844.65,1556129524418.21,1528243213982.08,1649878054226.82,1716262621082.22,1736425629519.96
Switzerland,CHE,408689354320.591,430921192375.179,479913033988.67,554363487212.63,541506500321.662,583782978345.834,699579638413.011,668043613696.287,688504173431.454,709182559935.301,679832292004.984,671309197478.183,679950481622.843,705140620046.7,703082435158.864
Chile,CHL,122964812046.073,154788024805.808,173605968179.255,179638496278.574,172389498444.62,218537551220.071,252251992029.442,267122320056.702,278384345259.377,260541629960.664,243919085308.936,250440136356.127,277044950259.009,298258019275.049,282318159744.65
China,CHN,2285965892360.54,2752131773355.16,3550342737010.84,4594307032660.79,5101703073086.04,6087163874512.21,7551500124203.36,8532229986993.65,9570406235659.64,10475682920594.5,11061553079876.4,11233276536737.2,12310409370892.8,13894817549374.2,14342903006431.3
Cote d'Ivoire,CIV,17091723906.153,17816714954.2442,20370544322.3074,24322959641.2556,24375209177.9302,24908781285.4756,25414875503.0784,26789047554.5988,31273074527.6975,35363533865.7271,45814637971.4745,47964234560.0514,51588158717.5348,58011466450.8643,58539424929.7248
Cameroon,CMR,17944084201.4901,19356046327.8995,22365265025.66,26409781215.1844,26017925551.8426,26169323292.5278,29375448542.4466,29102772799.0038,32357345500.9885,34989493826.2179,30928653813.8538,32643697595.8378,35009262788.15,38694156862.9922,39007354359.2798
Colombia,COL,145619191582.061,161618581266.316,206181826825.28,242186950900.775,232397835678.336,286563105192.456,334943871931.745,370921320483.841,382116126448.555,381112119657.445,293481748240.779,282825009887.458,311883730690.129,333568923004.469,323615979418.651
Comoros,COM,653845122.872074,698431827.740958,795673128.485442,915659192.825112,905341090.570115,907978723.547592,1023086183.79822,1015843368.79008,1116224161.07781,1149587651.69395,966029542.038859,1012835518.26037,1077439662.5798,1178530757.72328,1165839927.06327
Cabo Verde,CPV,971977088.156914,1107891063.43863,1513933983.22398,1789333748.6799,1711817181.52969,1664310769.55229,1865915544.12445,1741809808.96442,1850470042.43281,1859898513.26858,1596800287.16405,1662998678.36743,1769787215.14611,1966983316.56524,1981845740.35828
Costa Rica,CRI,19948261084.3726,22602721765.2812,26743972564.1217,30612927059.0967,30562361123.0307,37268614024.3178,42262697840.385,46473128285.5589,49745088111.6953,50577769837.7462,54775994478.5095,57157992434.1805,58481858042.5721,60553901420.085,61801385049.0716
Cyprus,CYP,18433411267.2553,20072786350.5206,23968764029.5647,27844698989.3072,25945391775.4932,25732432719.0773,27565469097.9955,24978513426.6992,23900872625.8467,23156850006.6427,19842404304.8929,20953442550.3653,22729184365.1152,25309818138.8758,24948935408.0376
Czech Republic,CZE,137143471328.274,156264095664.643,190183800884.018,236816485762.988,207434296805.33,209069940963.177,229562733398.948,208857719320.649,211685616592.931,209358834156.329,188033050459.881,196272068576.338,218628940951.675,248908731817.502,250680504529.647
Germany,DEU,2845802760850.64,2992196713084.93,3421229126745.14,3730027830672.33,3397791053070.3,3396354075663.73,3744408602683.94,3527344944139.83,3732743446218.92,3883920155292.26,3356235704119.75,3467498002104.33,3682602479929.42,3963767526250.98,3861123558039.21
Djibouti,DJI,708633194.726566,768873684.032838,847918929.107984,999105339.267729,1049110684.72493,1128611700.3618,1239144501.77525,1353632941.5207,2042817162.85639,2214681573.56933,2430287967.02678,2603554906.59464,2751461055.59307,3012820409.63313,3324634256.13324
Dominica,DMA,364255074.074074,390250148.148148,421375851.851852,458190185.185185,489074333.333333,493825925.925926,501025925.925926,485996296.296296,498296296.296296,520207407.407407,540737037.037037,576229629.62963,519837037.037037,551074074.074074,582403703.703704
Denmark,DNK,264467336457.17,282884947702.966,319423424509.066,353361038818.383,321241303699.006,321995279401.502,344003137611.271,327148943812.137,343584391647.927,352993631617.708,302673070846.857,313115929314.339,332121063806.391,356879499797.896,350104327658.675
Dominican Republic,DOM,35777570134.0385,37879869898.3451,43965420071.0915,48122547176.8322,48261033297.3001,53860175556.5208,58029750744.3809,60681537194.7076,62682163837.6521,67179914026.2773,71164825257.7372,75704720189.6204,79997975622.7604,85555378043.7999,88941299734.2073
Algeria,DZA,103198251003.394,117027321306.159,134845573817.762,171008067513.162,137206139022.712,161155315145.814,200254371997.255,209021250805.932,209724351221.97,213860450595.829,166361491140.753,159994837855.12,170163165960.516,175405660377.358,171091289782.245
Ecuador,ECU,41507085000,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,101726331000,99290381000,99937696000,104295862000,107562008000,107435665000
Spain,ESP,1153285660987.44,1259343871534.31,1472131125102.66,1625224842536.99,1485583495415.39,1420722034063,1478772824224.03,1324820091194.67,1354757433212.72,1369398844599.58,1195119269971.52,1232076017361.53,1312539279462.36,1422153839840.78,1393490524517.64
Estonia,EST,14098326078.8459,17012322167.8585,22445583082.398,24371299252.9662,19744110864.1289,19693608289.0773,23391530006.3166,23192708981.8446,25271406707.566,26773473625.1921,23048864242.6072,24259552888.9717,26951648828.5789,30631142226.8533,31471100656.2431
Ethiopia,ETH,12401139453.9738,15280861834.6024,19707616772.7996,27066912635.2228,32437389116.038,29933790334.3418,31952763089.33,43310721414.0829,47648211133.2183,55612228233.5179,64589334978.8013,74296618481.0882,81770791970.982,84269348327.3454,95912590628.1412
Finland,FIN,204809103345.355,216907539831.891,256052559540.104,284553976856.599,252496526813.004,249181190476.369,275243697751.011,258304834621.605,271285280621.373,274497230802.958,234440080998.273,240607907010.383,255232257243.53,275946554578.823,269296310180.392
Fiji,FJI,3006725014.78415,3102741451.01664,3405050611.68726,3523185919.55826,2870624635.68032,3140508835.9485,3774530615.65916,3972012570.53467,4190143206.25611,4856963251.97477,4682546881.15833,4930204219.71304,5353404418.66413,5581393120.62853,5496250694.31587
France,FRA,2196126103718.44,2318593651988.46,2657213249384.07,2918382891460.38,2690222283967.77,2642609548930.36,2861408170264.6,2683825225092.63,2811077725703.59,2852165760630.27,2438207896251.84,2471285607081.72,2595151045197.65,2787863958885.49,2715518274227.45
Gabon,GAB,9582783318.3881,10327598800.6713,12455410055.7483,15571349775.7848,12113699660.6799,14372591916.4792,18210308748.2912,17170465294.0332,17595745653.3676,18203968001.8908,14383107714.0388,14023890620.3384,14929488770.7315,16862282413.8778,16874450215.1351
United Kingdom,GBR,2538680000000,2713749770009.2,3100882352941.18,2922667279411.76,2410909799034.12,2475244321361.11,2659310054646.23,2704887678386.72,2786022872706.81,3063803240208.01,2928591002002.51,2694283209613.29,2666229179958.01,2860667727551.97,2829108219165.8
Georgia,GEO,6410823633.25426,7745394293.41721,10172882370.5477,12795076469.0099,10766836276.5639,12243505582.6741,15107441446.7833,16488403076.3641,17189551520.9811,17627003454.7205,14953950557.4406,15141758566.7808,16242916915.7203,17599700090.762,17477255545.6705
Ghana,GHA,10744675209.8984,20440893017.1566,24827844949.6033,28678701891.0957,26048108185.0534,32197272797.2028,39337314809.9434,41270954737.2459,62405374785.5052,53660342159.7735,48564863888.4402,55009730600.0307,58998132329.6173,65556464048.1539,66983634223.943
Guinea,GIN,2937071767.25576,4220019242.74824,6281917655.90249,6964179193.84418,6716904568.76482,6853467857.61127,6785137172.77058,7638045254.42864,8376613843.27265,8778473614.54728,8794202443.67366,8595955581.21787,10324668266.5921,10907214993.5687,12296665331.192
Guinea-Bissau,GNB,587029054.444652,592365688.05204,696910810.918663,868154708.520179,830126469.986608,849878424.225986,1099818651.98114,989271229.637162,1046087417.96916,1054915645.19654,1048229629.42039,1179004941.22904,1350177127.5523,1458868241.85588,1339449165.48759
Equatorial Guinea,GNQ,8217369092.65224,10086528698.8604,13071718758.7373,19749893536.3204,15027795173.2187,16314442183.3477,21357344847.4966,22388345810.2466,21948835350.3425,21765454404.421,13185496836.4124,11240809132.4145,12200914929.5961,13278488567.3058,11026774945.3415
Greece,GRC,247783002114.165,273317736795.885,318497937311.799,354460802695.181,330000251458.739,299361576293.332,287797821676.138,245670666767.533,239862011051.781,237029578730.029,196591353872.132,195222443844.783,203588424740.3,218138367208.799,209852761132.839
Grenada,GRD,695555555.555555,698700666.666667,758683592.592593,825976037.037037,771275555.555555,771013259.259259,778655925.925926,799882259.259259,842620111.111111,911497407.407407,997007925.925926,1061631222.22222,1125685185.18519,1168696296.2963,1210603703.7037
Guatemala,GTM,27211377107.3763,30231249625.1282,34113107372.317,39136436613.7566,37733609794.6481,41338008612.7727,47654783851.8252,50388460924.7345,52996540576.3161,57852399705.1292,62186186575.7433,66053725049.0138,71612352644.9734,73118147941.2704,76710355347.0968
Guyana,GUY,824880550.343965,2379818382.99241,2730968913.75051,3025189399.27802,3165661864.67271,3432913353.15303,3691384743.46563,4063090015.91812,4167801802.58255,4127664335.82693,4279840361.74334,4482697336.56174,4748174334.14044,4787635821.28928,5173759527.57794
Honduras,HND,9757034456.7578,10917481688.4711,12361257680.5627,13881701033.6546,14587496229.1811,15839344591.9842,17710315005.9999,18528601901.324,18499710127.8385,19756494434.7031,20979767785.2104,21717622071.3816,23136232229.6069,24024189735.8876,25095395475.0393
Croatia,HRV,45376744001.8044,50423077102.0764,60073426976.5069,70234425974.0453,62600093958.9538,59918313669.1671,62537851352.4904,56580819623.8529,58194069434.1423,57639588805.5871,49525747503.8149,51601147665.8089,55481644098.0495,61375222347.0256,60752588976.3175
Haiti,HTI,7049954288.93905,7408787819.1302,9315973989.16572,10386485527.8494,11269821158.975,11661585823.2282,13008748131.675,13708931889.7884,14498080022.6317,14790765759.5274,14857386163.9184,13723267960.8434,14213814582.7938,15965670198.4548,14332163266.3977
Hungary,HUN,112980947728.383,115577256523.599,139966001509.592,158136326477.965,130760312876.683,131916516051.985,141759722464.002,128475498380.379,135411698965.109,140765018880.633,125074286021.14,128470534117.954,142961605733.026,160418835850.907,163469042867.956
Indonesia,IDN,285868618224.017,364570514304.85,432216737774.861,510228634992.258,539580085612.401,755094160363.071,892969107923.094,917869910105.749,912524136718.018,890814755233.225,860854235065.079,931877364177.742,1015618742565.81,1042240309412.58,1119190780752.8
India,IND,820381595512.902,940259888792.141,1216735441524.86,1198895582137.51,1341886602798.69,1675615335600.56,1823050405350.42,1827637859135.7,1856722121394.53,2039127446298.55,2103587817041.78,2294797978291.98,2652754685834.59,2713165057513.35,2868929415617.02
Ireland,IRL,211649034945.902,232083467569.941,269917942786.751,275038895561.74,236316405946.096,222148757577.891,237472361733.546,224999484361.826,238543539440.554,258471884599.611,291499812214.551,300523297823.576,335663113507.851,382674360648.245,388698711348.156
Iraq,IRQ,49954890353.2609,65140293687.5395,88840050497.0957,131613661510.475,111660855042.735,138461538461.538,185470085470.085,217807625616.475,234648370497.427,234648370506.003,177498577312.923,174896224010.152,195473049873.096,224228010473.773,234094042938.917
Iceland,ISL,16812530830.3841,17216420304.9302,21514962938.1001,17905251722.895,13164652470.4299,13683689692.6583,15158548262.7723,14724078148.3168,16033517403.2062,17758050015.5425,17389101639.0017,20618363251.6229,24488176540.5908,25737594324.022,24188038473.5438
Israel,ISR,142528909909.308,154034316621.033,178959188676.03,216105164994.426,207468170790.631,233995676087.698,261468634287.095,257180147032.142,292636164056.027,309558454690.917,299813121135.458,318950599043.544,353253406982.751,370587977125.732,394652210295.849
Italy,ITA,1857524312896.41,1947919708944.93,2210292636189.43,2398856598798.89,2191241872742.43,2134017843247.16,2291991045770.29,2087077032435.15,2141315327318.21,2159133919743.77,1835899237320.04,1875797463583.87,1961796197354.36,2091544955092.31,2003576145498.04
Jamaica,JAM,11243868485.7428,11930171468.3796,12799593017.7101,13709402085.3206,12120460872.8003,13220556882.7046,14444655299.8772,14807086889.2099,14262589157.7413,13897804560.3487,14187696311.3556,14075894320.3166,14806340821.0871,15713908816.1463,16458071067.8176
Jordan,JOR,12588665303.244,15056929760.2257,17110587447.1086,22657662394.9553,24537876123.688,27133804244.3669,29524149164.8994,31634561670.4356,34454440180.6582,36847643587.2383,38587017944.3352,39892551148.8301,41408960786.8028,42932112676.0563,44502895861.6837
Japan,JPN,4755410630912.14,4530377224970.4,4515264514430.57,5037908465114.48,5231382674593.7,5700098114744.41,6157459594823.72,6203213121334.12,5155717056270.83,4850413536037.84,4389475622588.97,4922538141454.62,4866864409657.68,4954806619995.19,5081769542379.77
Kazakhstan,KAZ,57123671733.8952,81003884545.4099,104849886825.584,133441612246.798,115308661142.927,148047348240.643,192626507971.584,207998568865.789,236634552078.102,221415572819.5,184388432148.715,137278320084.171,166805800595.704,179339994859.384,181665908556.499
Kenya,KEN,18737897744.7948,25825524820.8064,31958195182.2406,35895153327.8497,37021512048.8158,40000088346.8041,41953433591.4101,50412754861.0191,55096728047.9408,61448046801.6041,64007750169.3344,69188755364.2995,78965004656.1823,87778582964.1388,95503088538.092
Kyrgyz Republic,KGZ,2460248026.17783,2834168889.42019,3802566170.81543,5139957784.91084,4690062255.12247,4794357795.07139,6197766118.59856,6605139933.41063,7335027591.91628,7468096566.71158,6678178340.45121,6813092065.83507,7702934800.12836,8271108638.39931,8454619607.81795
Cambodia,KHM,6293046161.83262,7274595706.67154,8639235842.18075,10351914093.1723,10401851850.6108,11242275198.9783,12829541141.0127,14054443213.4639,15227991395.2201,16702610842.4025,18049954289.4229,20016747754.0192,22177200511.5811,24571753583.4922,27089389786.979
Kiribati,KIR,112133944.253532,110234939.759036,132671742.950381,141042610.300285,132420059.273124,156120895.248578,181705002.578649,190243321.598675,185113921.606488,179703443.302686,171117872.436331,178328873.030033,187276210.91355,196737895.995218,194647201.946472
St. Kitts and Nevis,KNA,547203703.703704,644411111.111111,689285185.185185,751233333.333333,747862962.962963,760170370.37037,817759259.259259,800414814.814815,839774074.074074,916566666.666667,923155555.555555,971166666.666667,996944444.444444,1010822222.22222,1053244444.44444
Kuwait,KWT,80798630136.9863,101548931771.192,114639690358.902,147395089285.714,105963168867.269,115419399860.433,154068115942.029,174070382279.385,174161142454.161,162631412508.784,114567298105.683,109419728566.7,120707220573.689,140645364238.411,134628542746.97
Lao PDR,LAO,2735558726.25625,3452882514.00166,4222962987.53859,5443915120.50795,5832915387.08908,7127792629.58294,8749241114.18913,10191350119.6808,11942230508.334,13268458231.9284,14390442307.3996,15805692545.8723,16853087485.4118,17953786416.1431,18173839147.4011
Lebanon,LBN,21497336498.9718,22022709851.5423,24827355014.66,29118916105.6053,35399582928.6236,38443907042.3217,39927125961.194,44035991745.6716,46909335135.1244,48134486624.6103,49939374832.7031,51205122503.8143,53140638269.1211,54961275741.5589,51991634491.6345
Liberia,LBR,949000000,1119000000,1373000000,1726000000,1768000000,1998000000,2398000000,2721000000,3067000000,3144000000,3177000000,3277826000,3285455000,3264000000,3070518100
Libya,LBY,47334148578.4164,54961936662.6066,67516236337.7158,87140405361.2292,63028320702.0343,74773444900.5368,34699395523.6073,81873662518.8238,65502870173.7831,41142722414.3351,27842131479.8726,26197143268.1243,37883243650.452,52607888717.9487,52091152228.3425
St. Lucia,LCA,1135555555.55556,1268319185.18519,1336088814.81481,1437731111.11111,1401507888.88889,1486758037.03704,1576988407.40741,1605146777.77778,1664816740.74074,1755130814.81481,1808079888.88889,1865375222.22222,1999090407.40741,2065875074.07407,2122450629.62963
Sri Lanka,LKA,24405791044.7761,28279814924.5918,32350248410.8216,40713812309.7316,42066217871.5349,56725749221.9043,65292753005.4665,68434409315.1123,74317806538.3632,79356449840.5771,80604080688.5775,82401038709.5356,87428125557.573,88425889592.1519,84008783756.068
Lesotho,LSO,1682350934.85132,1800105589.60349,1716262753.00196,1758534994.91599,1773199523.2307,2269525779.39288,2622336147.88082,2526185314.17438,2421470018.23985,2499803984.26198,2372280102.51667,2165408359.1668,2405289384.40985,2575892261.54044,2376328637.26318
Lithuania,LTU,26097677571.8373,30183575103.5262,39697891351.9431,47797551587.8823,37388122046.1496,37138464732.9838,43582248869.6143,42943442157.7701,46514471181.9327,48574531941.9167,41418872976.1196,43018087237.5741,47758736931.7801,53722883091.3513,54627411860.4705
Luxembourg,LUX,37347394602.6614,42414308116.9239,50888134410.0739,55849686538.7432,51370543206.4462,53212476812.2957,60004630234.4135,56677961787.0717,61739352212.3049,66103853236.7572,57744457954.7297,60691483443.1221,64181944722.7283,70919958015.5247,71104919108.1411
Latvia,LVA,16959313005.6005,21517445447.705,31004884420.7359,35756225697.9974,26317286627.7453,23877564355.9904,28619991391.7457,28330632928.5559,30432796305.7043,31329367172.7409,27239653843.5022,28052325862.0461,30458763245.5118,34416012859.1866,34102913582.4235
Morocco,MAR,62343022650.8742,68640825480.9223,79041294874.4553,92507257783.5697,92897320375.8176,93216746661.5977,101370474295.109,98266306615.3632,106825649872.108,110081248587.369,101179808076.36,103311649248.024,109682728023.112,118096227400.092,119700325461.938
Moldova,MDA,2988348836.471,3408244549.19999,4401189466.14058,6054849884.52656,5439422031.39627,6974960345.3712,8414360656.29632,8709165249.26928,9496684701.43325,9510219299.49557,7745231660.33425,8071480540.86068,9669759987.02633,11456717193.2501,11968713370.4969
Madagascar,MDG,5859269849.14523,6395712392.23682,8524620739.24074,10725137477.9995,9616879920.50734,9982711030.26388,11551821062.3334,11578978052.8789,12423557906.9182,12522959157.2295,11323023786.5698,11848615018.4137,13176313233.1978,13853433947.6241,14114631280.6774
Maldives,MDV,1163362437.5,1575200390.625,1868383460.9375,2271646187.5,2345294875,2588176054.6875,2774351760.03287,2886170571.69634,3295011381.75405,3697351594.22359,4109447297.00709,4379115587.82957,4754352301.4104,5299773145.08744,5642179170.45898
Middle East & North Africa,MEA,1530654274870.94,1791625527738.06,2124014664519.27,2655740468950.13,2372559331529.02,2768051385032.86,3280524945926.26,3576379622626.96,3548728301289.72,3569880025466.93,3143961312693.31,3155520650807.12,3272607336333.91,3566140736118.84,3649607782728.21
Mexico,MEX,877476221382.101,975387131716.089,1052696282278.87,1109989063586.62,900045350649.351,1057801295584.05,1180489601957.61,1201089987015.45,1274443084716.57,1315351183524.54,1171867608197.72,1078490651625.31,1158913035796.37,1222348807283.2,1268870527160.03
North Macedonia,MKD,6258600713.82627,6861222331.96317,8336478142.08872,9909548410.82744,9401731495.71661,9407168702.4313,10494632699.3859,9745251126.0109,10817712138.9451,11362272837.8818,10064515432.0265,10672471860.7184,11307058382.3435,12683073866.1105,12547040498.9077
Mali,MLI,6247496491.29462,6905876385.35306,8145694631.88354,9798741073.85509,10190945007.299,10689167195.3375,12995074801.061,12441946098.4018,13242680704.5961,14364859445.8846,13104802016.2041,14025944550.3788,15365627045.0866,17070758732.1991,17279566718.6087
Malta,MLT,6416184235.8384,6778324087.13818,7925371458.80527,9090406749.5267,8696366868.92276,9035932177.77961,9638916472.1536,9462238256.97848,10551661220.181,11626281449.5909,11091434435.2345,11665231192.2959,13146963159.1185,14750790658.4025,14989415684.1203
Myanmar,MMR,11986972418.5103,14502553709.8303,20182477480.5512,31862554101.9378,36906181380.8127,49540813342.4834,59977326085.9908,59937797559.3295,60269734044.526,65446199787.8425,67822772707.1034,67184236746.5694,68945867477.6054,76168043981.5932,76085852617.1371
Montenegro,MNE,2257174480.78597,2721903148.91482,3680711743.77224,4545674527.61096,4159330369.5471,4142931812.77707,4544575151.98546,4087561649.51236,4464502433.55448,4587741791.10639,4053097851.44823,4373958353.52982,4844606145.7683,5504255213.57871,5542577964.98146
Mongolia,MNG,2523471532.01083,3414055566.1138,4234999823.30839,5623216448.86852,4583850367.88972,7189481824.07288,10409797649.3063,12292770631.1967,12582122604.1921,12226514722.0861,11749620619.5962,11186734674.3847,11425755279.5395,13108769495.7425,13996719329.4097
Mozambique,MOZ,8542070109.70903,9176889070.42298,10450843291.2931,12556195188.5962,11914471497.1492,11104648673.0016,14381552432.9494,16350804543.0515,16974320551.0213,17716084107.5888,15950969018.9458,11936999283.1791,13219084261.3664,14845870050.7092,15291448211.603
Mauritania,MRT,2936019525.60241,4008583967.92519,4328063511.13524,5138471610.16598,4725200357.55624,5628882266.37767,6764635686.79345,6728208836.22143,7223063169.72749,6592537781.81518,6166857628.62212,6398744505.08129,6758390728.71734,7049169770.86399,7600656943.97506
Mauritius,MUS,6488750452.60067,7028803365.70151,8150138757.15741,9990370016.30771,9128843109.15588,10003670690.3497,11518393367.2403,11668685524.1265,12129642296.4425,12803445933.5894,11692287066.381,12232463655.5727,13259351418.4459,14181951058.5129,14048430518.5561
Malawi,MWI,3655909664.1423,3998020176.67364,4432937045.79897,5321012192.33619,6191127665.1963,6959655570.89098,8004000737.30717,6028487928.83351,5518880768.57955,6047813437.31804,6373212640.84604,5433040159.88747,6303292264.18905,6917301908.62757,7666704427.00915
Malaysia,MYS,143534102611.497,162691238209.476,193547824063.3,230813897715.69,202257625195.063,255016609232.871,297951960784.314,314443149443.149,323277158906.979,338061963396.376,301354803994.367,301255380276.258,319112136545.438,358715057123.739,364681367531.684
